TimeOccurred,AreaID,AreaName,ReportingDistrict,CrimeCode,CrimeCodeDescription,VictimAge,VictimSex,VictimDescent,PremiseCode,PremiseDescription,WeaponUsedCode,WeaponDescription,StatusCode,StatusDescription,Address,CrossStreet,Location
1900,5,Harbor,529,510,VEHICLE - STOLEN,11,,,104,DRIVEWAY,,,IC,Invest Cont,600    HENRY FORD                   AV,,"33.7767,-118.2413"
1230,5,Harbor,507,310,BURGLARY,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,22400    HARVARD                      BL,,"33.8233,-118.3064"
2230,5,Harbor,503,510,VEHICLE - STOLEN,11,,,101,STREET,,,AO,Adult Other,1000 W  252ND                        ST,,"33.7958,-118.2937"
1,5,Harbor,562,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,1200 W  17TH                         ST,,"33.7288,-118.3034"
2100,5,Harbor,513,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,1100 W  254TH                        ST,,"33.7938,-118.2959"
1000,5,Harbor,501,330,BURGLARY FROM VEHICLE,23,F,H,108,PARKING LOT,,,IC,Invest Cont,18600 S  WESTERN                      AV,,"33.862,-118.3091"
1000,5,Harbor,566,330,BURGLARY FROM VEHICLE,45,M,W,101,STREET,,,IC,Invest Cont,400 W  12TH                         ST,,"33.7333,-118.2857"
1530,5,Harbor,517,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,1100    BROAD                        AV,,"33.7849,-118.2612"
1340,5,Harbor,518,624,BATTERY - SIMPLE ASSAULT,15,M,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1500    LAKME                        AV,,"33.7935,-118.2607"
1610,5,Harbor,529,624,BATTERY - SIMPLE ASSAULT,59,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,AVALON,I                            ST,"33.7813,-118.2619"
1700,5,Harbor,522,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,F,H,102,SIDEWALK,511,VERBAL THREAT,AA,Adult Arrest,ANAHEIM                      ST,NEPTUNE                      AV,"33.7797,-118.2687"
1140,5,Harbor,564,626,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,2ND                          ST,CENTRE                       AV,"33.7424,-118.2835"
100,5,Harbor,566,121,"RAPE, FORCIBLE",43,F,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,200 W  10TH                         ST,,"33.7351,-118.2814"
800,5,Harbor,514,946,OTHER MISCELLANEOUS CRIME,,M,O,101,STREET,,,AA,Adult Arrest,1300 W  ROBIDOUX                     ST,,"33.7878,-118.2794"
100,6,Hollywood,639,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,O,108,PARKING LOT,307,VEHICLE,AA,Adult Arrest,HOLLYWOOD                    BL,WESTERN                      AV,"34.1017,-118.3093"
450,6,Hollywood,622,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,2600    DEVISTA                      PL,,"34.1175,-118.3631"
250,6,Hollywood,639,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,5200    HOLLYWOOD                    BL,,"34.1018,-118.3034"
900,6,Hollywood,645,624,BATTERY - SIMPLE ASSAULT,46,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,6800    HOLLYWOOD                    BL,,"34.1016,-118.3387"
1310,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER,11,X,X,405,CLOTHING STORE,,,IC,Invest Cont,6900    HOLLYWOOD                    BL,,"34.1016,-118.3402"
1755,6,Hollywood,667,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,1200 N  GORDON                       ST,,"34.0926,-118.3201"
1300,6,Hollywood,645,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,X,X,403,DRUG STORE,,,AA,Adult Arrest,7000    HOLLYWOOD                    BL,,"34.1016,-118.3417"
1900,6,Hollywood,645,440,THEFT PLAIN - PETTY ($950 & UNDER,,X,X,405,CLOTHING STORE,,,IC,Invest Cont,6900    HOLLYWOOD                    BL,,"34.1016,-118.3402"
2000,6,Hollywood,648,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,11,X,X,503,HOTEL,,,IC,Invest Cont,1600 N  WESTERN                      AV,,"34.1001,-118.3093"
645,6,Hollywood,626,624,BATTERY - SIMPLE ASSAULT,30,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,2000 N  IVAR                         AV,,"34.1069,-118.3283"
1,6,Hollywood,636,626,INTIMATE PARTNER - SIMPLE ASSAULT,30,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,HOLLYWOOD,VINE,"34.1016,-118.3267"
900,6,Hollywood,678,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",26,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,900 N  HOBART                       BL,,"34.0863,-118.3051"
1400,6,Hollywood,626,888,TRESPASSING,43,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,2000 N  IVAR                         AV,,"34.1069,-118.3283"
1630,6,Hollywood,677,310,BURGLARY,84,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,5100    MARATHON                     ST,,"34.0849,-118.3091"
1000,6,Hollywood,627,440,THEFT PLAIN - PETTY ($950 & UNDER,30,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,6000    MULHOLLAND                   HY,,"34.1302,-118.3191"
1800,6,Hollywood,666,440,THEFT PLAIN - PETTY ($950 & UNDER,33,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1200 N  CAHUENGA                     BL,,"34.0926,-118.3289"
1200,6,Hollywood,679,354,THEFT OF IDENTITY,36,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,1000 N  KINGSLEY                     DR,,"34.0885,-118.3033"
1830,6,Hollywood,636,440,THEFT PLAIN - PETTY ($950 & UNDER,28,F,W,203,OTHER BUSINESS,,,IC,Invest Cont,6700    HOLLYWOOD                    BL,,"34.1016,-118.3361"
2000,6,Hollywood,626,946,OTHER MISCELLANEOUS CRIME,29,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,2000 N  IVAR                         AV,,"34.1069,-118.3283"
1600,7,Wilshire,773,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,CURSON,WASHINGTON                   BL,"34.0371,-118.3644"
1500,7,Wilshire,737,310,BURGLARY,60,M,W,702,OFFICE BUILDING/OFFICE,,,IC,Invest Cont,5100    WILSHIRE                     BL,,"34.0622,-118.3408"
930,7,Wilshire,734,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,5500 W  6TH                          ST,,"34.0649,-118.3478"
1030,7,Wilshire,762,320,"BURGLARY, ATTEMPTED",41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1700    ALVIRA                       ST,,"34.0469,-118.3749"
200,7,Wilshire,762,624,BATTERY - SIMPLE ASSAULT,43,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,6000    ALCOTT                       ST,,"34.0517,-118.3724"
1410,7,Wilshire,721,664,"BUNCO, PETTY THEFT",24,F,H,405,CLOTHING STORE,,,AA,Adult Arrest,8500    BEVERLY                      BL,,"34.0761,-118.3766"
2100,7,Wilshire,775,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",27,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,4800    SAINT ELMO                   DR,,"34.0431,-118.3418"
800,7,Wilshire,734,440,THEFT PLAIN - PETTY ($950 & UNDER,64,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,500 S  CURSON                       AV,,"34.0657,-118.3552"
1,7,Wilshire,711,354,THEFT OF IDENTITY,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,400 N  EDINBURGH                    AV,,"34.0782,-118.3637"
800,7,Wilshire,762,310,BURGLARY,53,M,O,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,5900    PICKFORD                     ST,,"34.0478,-118.3686"
2320,7,Wilshire,774,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,54,M,A,202,LIQUOR STORE,,,IC,Invest Cont,4900 W  WASHINGTON                   BL,,"34.0403,-118.347"
2300,8,West LA,827,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,27,F,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,11600    CHENAULT                     ST,,"34.0582,-118.4657"
2000,8,West LA,886,624,BATTERY - SIMPLE ASSAULT,24,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,2700    ANCHOR                       AV,,"34.0416,-118.3999"
2000,8,West LA,804,860,BATTERY WITH SEXUAL CONTACT,18,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,1200    GETTY CENTER                 DR,,"34.085,-118.4758"
2030,8,West LA,804,624,BATTERY - SIMPLE ASSAULT,53,F,W,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,1200    GETTY CENTER                 DR,,"34.085,-118.4758"
845,8,West LA,859,121,"RAPE, FORCIBLE",24,F,W,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,8500 W  PICO                         BL,,"34.0534,-118.3762"
2210,8,West LA,827,626,INTIMATE PARTNER - SIMPLE ASSAULT,18,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,11600    MONTANA                      AV,,"34.057,-118.4646"
1900,8,West LA,859,330,BURGLARY FROM VEHICLE,25,M,W,104,DRIVEWAY,,,IC,Invest Cont,1400 S  BEDFORD                      ST,,"34.0542,-118.3805"
1800,8,West LA,884,310,BURGLARY,45,M,O,406,OTHER STORE,,,IC,Invest Cont,2300    WESTWOOD                     BL,,"34.0424,-118.4305"
1645,8,West LA,838,330,BURGLARY FROM VEHICLE,55,F,B,108,PARKING LOT,,,IC,Invest Cont,10900    STRATHMORE                   DR,,"34.0686,-118.449"
2230,8,West LA,827,330,BURGLARY FROM VEHICLE,39,M,O,707,GARAGE/CARPORT,,,AA,Adult Arrest,11700 W  SUNSET                       BL,,"34.0653,-118.4702"
1500,8,West LA,827,330,BURGLARY FROM VEHICLE,26,F,W,123,PARKING UNDERGROUND/BUILDING,,,AA,Adult Arrest,11600    MONTANA                      AV,,"34.057,-118.4646"
2200,8,West LA,838,330,BURGLARY FROM VEHICLE,35,M,O,707,GARAGE/CARPORT,,,IC,Invest Cont,900    GAYLEY                       AV,,"34.0636,-118.4482"
2300,8,West LA,804,330,BURGLARY FROM VEHICLE,22,M,W,104,DRIVEWAY,,,IC,Invest Cont,2700    MANDEVILLE CANYON            RD,,"34.0868,-118.5034"
615,8,West LA,827,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,55,F,W,123,PARKING UNDERGROUND/BUILDING,,,AA,Adult Arrest,11700 W  SUNSET                       BL,,"34.0653,-118.4702"
1455,8,West LA,884,440,THEFT PLAIN - PETTY ($950 & UNDER,26,F,W,406,OTHER STORE,,,IC,Invest Cont,10800 W  PICO                         BL,,"34.0406,-118.4275"
1604,8,West LA,884,440,THEFT PLAIN - PETTY ($950 & UNDER,25,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,10700 W  PICO                         BL,,"34.0419,-118.4247"
1515,8,West LA,858,310,BURGLARY,62,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,8800    SATURN                       ST,,"34.053,-118.384"
1720,8,West LA,898,624,BATTERY - SIMPLE ASSAULT,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,3100 S  DURANGO                      AV,,"34.0329,-118.3927"
1100,9,Van Nuys,955,310,BURGLARY,69,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,14300    CHANDLER                     BL,,"34.1684,-118.4443"
1200,9,Van Nuys,941,310,BURGLARY,25,M,W,221,PUBLIC STORAGE,,,IC,Invest Cont,15300    HATTERAS                     ST,,"34.1758,-118.4662"
2140,9,Van Nuys,964,624,BATTERY - SIMPLE ASSAULT,24,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,4900    VAN NUYS                     BL,,"34.1594,-118.4487"
1630,9,Van Nuys,964,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",32,F,H,404,DEPARTMENT STORE,,,IC,Invest Cont,14000    RIVERSIDE                    DR,,"34.1576,-118.438"
1730,9,Van Nuys,985,510,VEHICLE - STOLEN,11,,,103,ALLEY,,,IC,Invest Cont,MOORPARK,HAZELTINE,"34.1505,-118.44"
1800,9,Van Nuys,905,310,BURGLARY,48,M,H,221,PUBLIC STORAGE,,,IC,Invest Cont,7400    VAN NUYS                     BL,,"34.2048,-118.4488"
1800,9,Van Nuys,966,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,32,F,W,101,STREET,,,IC,Invest Cont,13500    HESBY                        ST,,"34.1622,-118.4268"
2300,9,Van Nuys,911,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,61,M,O,104,DRIVEWAY,,,IC,Invest Cont,15400    LEMAY                        ST,,"34.1921,-118.4684"
900,9,Van Nuys,994,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",51,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,3400    GLORIETTA                    PL,,"34.1328,-118.4447"
2115,9,Van Nuys,915,210,ROBBERY,,M,W,401,MINI-MART,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,14100    VANOWEN                      ST,,"34.1939,-118.44"
1800,9,Van Nuys,911,310,BURGLARY,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,6500    PEACH                        AV,,"34.1886,-118.4676"
1,9,Van Nuys,919,320,"BURGLARY, ATTEMPTED",56,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,7000    SUNNYSLOPE                   AV,,"34.1975,-118.4268"
1350,9,Van Nuys,998,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,63,F,W,247,CAR WASH,,,IC,Invest Cont,13300    VENTURA                      BL,,"34.1466,-118.4225"
1200,9,Van Nuys,969,440,THEFT PLAIN - PETTY ($950 & UNDER,60,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,4900    ETHEL                        AV,,"34.1594,-118.4182"
1600,9,Van Nuys,941,440,THEFT PLAIN - PETTY ($950 & UNDER,,M,O,404,DEPARTMENT STORE,,,AA,Adult Arrest,5700    SEPULVEDA                    BL,,"34.174,-118.4662"
1030,9,Van Nuys,904,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER,,M,X,404,DEPARTMENT STORE,,,AA,Adult Arrest,14900    RAYMER                       ST,,"34.2131,-118.4584"
2030,9,Van Nuys,932,624,BATTERY - SIMPLE ASSAULT,22,M,H,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,DELANO                       AV,ERWIN                        ST,"34.1839,-118.4605"
1500,9,Van Nuys,991,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,26,F,O,101,STREET,,,IC,Invest Cont,15200    RAYNETA                      DR,,"34.1458,-118.4647"
1700,9,Van Nuys,966,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER,24,F,H,101,STREET,,,IC,Invest Cont,5000    BUFFALO                      AV,,"34.1619,-118.4301"
230,10,West Valley,1015,330,BURGLARY FROM VEHICLE,43,F,H,101,STREET,,,AO,Adult Other,DARBY                        AV,VALERIO                      ST,"34.2048,-118.5328"
2225,10,West Valley,1011,210,ROBBERY,43,F,W,301,GAS STATION,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,19300    SATICOY                      ST,,"34.2084,-118.5535"
1900,10,West Valley,1023,624,BATTERY - SIMPLE ASSAULT,69,F,H,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,18900    KITTRIDGE                    ST,,"34.1902,-118.5448"
1900,10,West Valley,1023,624,BATTERY - SIMPLE ASSAULT,46,F,H,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,18900    KITTRIDGE                    ST,,"34.1902,-118.5448"
830,10,West Valley,1003,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,7900    RESEDA                       BL,,"34.2139,-118.5361"
2030,10,West Valley,1088,510,VEHICLE - STOLEN,11,,,104,DRIVEWAY,,,IC,Invest Cont,4200    HAVENHURST                   AV,,"34.0976,-118.3674"
945,10,West Valley,1078,320,"BURGLARY, ATTEMPTED",,M,O,402,MARKET,,,IC,Invest Cont,16300    VENTURA                      BL,,"34.157,-118.488"
1350,10,West Valley,1015,310,BURGLARY,,M,O,403,DRUG STORE,,,IC,Invest Cont,7400    RESEDA                       BL,,"34.2048,-118.5361"
2200,10,West Valley,1017,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER,30,M,H,101,STREET,,,IC,Invest Cont,ENCINO                       AV,SATICOY                      ST,"34.2084,-118.5142"
100,10,West Valley,1007,330,BURGLARY FROM VEHICLE,45,M,H,101,STREET,,,IC,Invest Cont,8000    LESNER                       AV,,"34.2157,-118.5032"
400,10,West Valley,1041,330,BURGLARY FROM VEHICLE,21,F,W,101,STREET,,,IC,Invest Cont,19100    OXNARD                       ST,,"34.1802,-118.5493"
300,10,West Valley,1033,510,VEHICLE - STOLEN,11,,,707,GARAGE/CARPORT,,,IC,Invest Cont,6400    WYSTONE                      AV,,"34.1868,-118.5473"
1400,10,West Valley,1018,310,BURGLARY,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,7300    HASKELL                      AV,,"34.203,-118.4749"
930,10,West Valley,1011,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,43,F,H,101,STREET,,,IC,Invest Cont,19100    SHERMAN                      WY,,"34.201,-118.5492"
1600,10,West Valley,1049,330,BURGLARY FROM VEHICLE,56,M,W,101,STREET,306,ROCK/THROWN OBJECT,IC,Invest Cont,BURBANK                      BL,WOODLEY                      AV,"34.1717,-118.4757"
1540,10,West Valley,1007,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",59,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,17000    LORNE                        ST,,"34.2172,-118.505"
700,10,West Valley,1011,956,"LETTERS, LEWD",21,F,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,7300    SYLVIA                       AV,,"34.203,-118.5524"
1300,10,West Valley,1045,330,BURGLARY FROM VEHICLE,23,F,H,707,GARAGE/CARPORT,,,IC,Invest Cont,5500    LINDLEY                      AV,,"34.1713,-118.5273"
1800,10,West Valley,1061,330,BURGLARY FROM VEHICLE,47,M,W,108,PARKING LOT,,,IC,Invest Cont,19600    VENTURA                      BL,,"34.1728,-118.56"
1945,10,West Valley,1077,210,ROBBERY,20,M,O,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AA,Adult Arrest,VENTURA,BALBOA,"34.1593,-118.5011"
1500,10,West Valley,1034,320,"BURGLARY, ATTEMPTED",56,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,18300    FRIAR                        ST,,"34.186,-118.5317"
1530,10,West Valley,1078,310,BURGLARY,73,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,16500    OTSEGO                       ST,,"34.1627,-118.4924"
1700,10,West Valley,1008,310,BURGLARY,30,M,W,221,PUBLIC STORAGE,,,AA,Adult Arrest,8200    BALBOA                       BL,,"34.2196,-118.5021"
2100,10,West Valley,1078,330,BURGLARY FROM VEHICLE,24,F,B,101,STREET,,,IC,Invest Cont,16700    OTSEGO                       ST,,"34.165,-118.4979"
1940,11,Northeast,1177,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,2200 N  FIGUEROA                     ST,,"34.0827,-118.2239"
240,11,Northeast,1118,320,"BURGLARY, ATTEMPTED",,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,5600 N  FIGUEROA                     ST,,"34.1089,-118.1942"
1600,11,Northeast,1153,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,11,,,101,STREET,,,IC,Invest Cont,1900 N  SERRANO                      AV,,"34.1054,-118.3071"
700,11,Northeast,1101,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,11,,,101,STREET,,,IC,Invest Cont,4700    CRYSTAL SPRINGS              DR,,"34.1209,-118.2729"
930,11,Northeast,1135,626,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,2500 W  AVENUE 35,,"34.1118,-118.2324"
300,11,Northeast,1129,330,BURGLARY FROM VEHICLE,46,M,H,101,STREET,,,IC,Invest Cont,400    SAN PASCUAL                  AV,,"34.1157,-118.1758"
2300,11,Northeast,1109,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,36,M,O,101,STREET,,,IC,Invest Cont,1300    UPTON                        PL,,"34.1416,-118.1932"
1300,11,Northeast,1136,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,W,101,STREET,,,AA,Adult Arrest,4100    TOLAND                       WY,,"34.1199,-118.2256"
1000,11,Northeast,1148,354,THEFT OF IDENTITY,34,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,400    MAVIS                        DR,,"34.1013,-118.2101"
1300,11,Northeast,1136,510,VEHICLE - STOLEN,11,,,101,STREET,,,AA,Adult Arrest,LINCOLN,EAGLE ROCK,"34.1237,-118.2215"
225,11,Northeast,1189,624,BATTERY - SIMPLE ASSAULT,24,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,3500 N  FIGUEROA                     ST,,"34.0885,-118.2156"
1000,11,Northeast,1183,354,THEFT OF IDENTITY,47,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,1800    LOBDELL                      PL,,"34.0859,-118.2563"
1610,11,Northeast,1102,510,VEHICLE - STOLEN,11,,,108,PARKING LOT,,,IC,Invest Cont,LOS FELIZ,REVERE,"34.126,-118.2638"
1615,11,Northeast,1118,210,ROBBERY,22,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,5700 N  FIGUEROA                     ST,,"34.1096,-118.1928"
1400,11,Northeast,1124,624,BATTERY - SIMPLE ASSAULT,33,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,3100    ESTARA                       AV,,"34.1181,-118.2412"
1155,11,Northeast,1128,624,BATTERY - SIMPLE ASSAULT,51,M,O,406,OTHER STORE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",AO,Adult Other,6300    YORK                         BL,,"34.1148,-118.1826"
1830,11,Northeast,1177,510,VEHICLE - STOLEN,11,,,101,STREET,,,IC,Invest Cont,3200 N  FIGUEROA                     ST,,"34.0861,-118.2194"
2200,11,Northeast,1183,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER,86,M,W,101,STREET,,,IC,Invest Cont,LOGAN,SUNSET,"34.0784,-118.2577"
2115,11,Northeast,1143,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,A,101,STREET,102,HAND GUN,IC,Invest Cont,RUSSELL                      ST,TALMADGE                     AV,"34.1045,-118.283"
1930,11,Northeast,1113,310,BURGLARY,39,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,IC,Invest Cont,5200    EAGLEDALE                    AV,,"34.1428,-118.2281"
2225,11,Northeast,1177,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",58,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,1100    CYPRESS                      AV,,"34.0941,-118.2261"
1650,11,Northeast,1136,440,THEFT PLAIN - PETTY ($950 & UNDER,,M,W,401,MINI-MART,,,IC,Invest Cont,4200    EAGLE ROCK                   BL,,"34.1218,-118.2252"
145,11,Northeast,1145,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,2400    GLENDALE                     BL,,"34.1002,-118.2592"
530,12,77th Street,1208,210,ROBBERY,72,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,51ST                         ST,FIGUEROA                     ST,"33.9965,-118.2827"
1910,12,77th Street,1245,210,ROBBERY,45,F,H,402,MARKET,102,HAND GUN,IC,Invest Cont,6500 S  NORMANDIE                    AV,,"33.9806,-118.3003"
30,12,77th Street,1269,210,ROBBERY,25,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE",IC,Invest Cont,81ST                         ST,AVALON                       BL,"33.9656,-118.2651"
800,12,77th Street,1269,310,BURGLARY,67,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC",,,AO,Adult Other,7900    AVALON                       BL,,"33.9675,-118.2651"
1100,12,77th Street,1269,330,BURGLARY FROM VEHICLE,26,F,H,108,PARKING LOT,,,IC,Invest Cont,8500 S  SAN PEDRO                    ST,,"33.961,-118.2695"
